eval_dataset,exposure_condition,filter_mode,threshold,row_count,benign_count,adaptive_adversarial_count,benign_false_positive_count,benign_false_positive_rate,benign_allow_rate,adaptive_block_count,adaptive_block_rate,adaptive_allow_count,adaptive_any_sensitive_field_leak_count,adaptive_any_sensitive_field_leak_rate,adaptive_full_canary_record_leak_count,adaptive_full_canary_record_leak_rate,leak_rate_given_allowed,original_adaptive_block_count,newly_allowed_adaptive_count,newly_blocked_adaptive_count,original_benign_false_positive_count,newly_allowed_benign_count,newly_blocked_benign_count
adaptive,10x,plaintext_filter,0.78,350,0,350,,,,120,0.3428571428571429,230,0,0,0,0,0,224,104,0,,,
mixed_traffic,10x,plaintext_filter,0.78,700,350,350,21,0.06,0.9399999999999999,120,0.3428571428571429,230,0,0,0,0,0,224,104,0,110,89,0
adaptive,10x,plaintext_filter,0.79,350,0,350,,,,118,0.3371428571428571,232,0,0,0,0,0,224,106,0,,,
mixed_traffic,10x,plaintext_filter,0.79,700,350,350,20,0.05714285714285714,0.9428571428571428,118,0.3371428571428571,232,0,0,0,0,0,224,106,0,110,90,0
adaptive,10x,plaintext_filter,0.8,350,0,350,,,,114,0.3257142857142857,236,0,0,0,0,0,224,110,0,,,
mixed_traffic,10x,plaintext_filter,0.8,700,350,350,16,0.04571428571428571,0.9542857142857143,114,0.3257142857142857,236,0,0,0,0,0,224,110,0,110,94,0
adaptive,10x,plaintext_filter,0.8100000000000001,350,0,350,,,,112,0.32,238,0,0,0,0,0,224,112,0,,,
mixed_traffic,10x,plaintext_filter,0.8100000000000001,700,350,350,15,0.04285714285714286,0.9571428571428572,112,0.32,238,0,0,0,0,0,224,112,0,110,95,0
adaptive,10x,plaintext_filter,0.82,350,0,350,,,,108,0.3085714285714286,242,0,0,0,0,0,224,116,0,,,
mixed_traffic,10x,plaintext_filter,0.82,700,350,350,15,0.04285714285714286,0.9571428571428572,108,0.3085714285714286,242,0,0,0,0,0,224,116,0,110,95,0
adaptive,10x,plaintext_filter,0.83,350,0,350,,,,103,0.2942857142857143,247,0,0,0,0,0,224,121,0,,,
mixed_traffic,10x,plaintext_filter,0.83,700,350,350,13,0.03714285714285714,0.9628571428571429,103,0.2942857142857143,247,0,0,0,0,0,224,121,0,110,97,0
adaptive,10x,plaintext_filter,0.84,350,0,350,,,,100,0.2857142857142857,250,0,0,0,0,0,224,124,0,,,
mixed_traffic,10x,plaintext_filter,0.84,700,350,350,13,0.03714285714285714,0.9628571428571429,100,0.2857142857142857,250,0,0,0,0,0,224,124,0,110,97,0
adaptive,10x,plaintext_filter,0.85,350,0,350,,,,93,0.2657142857142857,257,0,0,0,0,0,224,131,0,,,
mixed_traffic,10x,plaintext_filter,0.85,700,350,350,10,0.02857142857142857,0.9714285714285714,93,0.2657142857142857,257,0,0,0,0,0,224,131,0,110,100,0
adaptive,10x,plaintext_filter,0.86,350,0,350,,,,93,0.2657142857142857,257,0,0,0,0,0,224,131,0,,,
mixed_traffic,10x,plaintext_filter,0.86,700,350,350,8,0.02285714285714286,0.9771428571428571,93,0.2657142857142857,257,0,0,0,0,0,224,131,0,110,102,0
adaptive,10x,plaintext_filter,0.87,350,0,350,,,,89,0.2542857142857143,261,0,0,0,0,0,224,135,0,,,
mixed_traffic,10x,plaintext_filter,0.87,700,350,350,8,0.02285714285714286,0.9771428571428571,89,0.2542857142857143,261,0,0,0,0,0,224,135,0,110,102,0
adaptive,10x,plaintext_filter,0.88,350,0,350,,,,85,0.2428571428571429,265,0,0,0,0,0,224,139,0,,,
mixed_traffic,10x,plaintext_filter,0.88,700,350,350,7,0.02,0.98,85,0.2428571428571429,265,0,0,0,0,0,224,139,0,110,103,0
adaptive,10x,plaintext_filter,0.89,350,0,350,,,,77,0.22,273,0,0,0,0,0,224,147,0,,,
mixed_traffic,10x,plaintext_filter,0.89,700,350,350,4,0.01142857142857143,0.9885714285714285,77,0.22,273,0,0,0,0,0,224,147,0,110,106,0
adaptive,10x,plaintext_filter,0.9,350,0,350,,,,69,0.1971428571428571,281,0,0,0,0,0,224,155,0,,,
mixed_traffic,10x,plaintext_filter,0.9,700,350,350,4,0.01142857142857143,0.9885714285714285,69,0.1971428571428571,281,0,0,0,0,0,224,155,0,110,106,0
adaptive,10x,plaintext_filter,0.91,350,0,350,,,,58,0.1657142857142857,292,0,0,0,0,0,224,166,0,,,
mixed_traffic,10x,plaintext_filter,0.91,700,350,350,4,0.01142857142857143,0.9885714285714285,58,0.1657142857142857,292,0,0,0,0,0,224,166,0,110,106,0
adaptive,10x,plaintext_filter,0.92,350,0,350,,,,53,0.1514285714285714,297,0,0,0,0,0,224,171,0,,,
mixed_traffic,10x,plaintext_filter,0.92,700,350,350,3,0.008571428571428572,0.9914285714285714,53,0.1514285714285714,297,0,0,0,0,0,224,171,0,110,107,0
adaptive,10x,plaintext_filter,0.93,350,0,350,,,,47,0.1342857142857143,303,0,0,0,0,0,224,177,0,,,
mixed_traffic,10x,plaintext_filter,0.93,700,350,350,2,0.005714285714285714,0.9942857142857143,47,0.1342857142857143,303,0,0,0,0,0,224,177,0,110,108,0
adaptive,10x,plaintext_filter,0.9399999999999999,350,0,350,,,,44,0.1257142857142857,306,0,0,0,0,0,224,180,0,,,
mixed_traffic,10x,plaintext_filter,0.9399999999999999,700,350,350,2,0.005714285714285714,0.9942857142857143,44,0.1257142857142857,306,0,0,0,0,0,224,180,0,110,108,0
adaptive,10x,plaintext_filter,0.95,350,0,350,,,,35,0.1,315,0,0,0,0,0,224,189,0,,,
mixed_traffic,10x,plaintext_filter,0.95,700,350,350,1,0.002857142857142857,0.9971428571428571,35,0.1,315,0,0,0,0,0,224,189,0,110,109,0
adaptive,10x,plaintext_filter,0.96,350,0,350,,,,30,0.08571428571428572,320,0,0,0,0,0,224,194,0,,,
mixed_traffic,10x,plaintext_filter,0.96,700,350,350,1,0.002857142857142857,0.9971428571428571,30,0.08571428571428572,320,0,0,0,0,0,224,194,0,110,109,0
adaptive,10x,plaintext_filter,0.97,350,0,350,,,,24,0.06857142857142857,326,0,0,0,0,0,224,200,0,,,
mixed_traffic,10x,plaintext_filter,0.97,700,350,350,0,0,1,24,0.06857142857142857,326,0,0,0,0,0,224,200,0,110,110,0
adaptive,10x,plaintext_filter,0.98,350,0,350,,,,12,0.03428571428571429,338,0,0,0,0,0,224,212,0,,,
mixed_traffic,10x,plaintext_filter,0.98,700,350,350,0,0,1,12,0.03428571428571429,338,0,0,0,0,0,224,212,0,110,110,0
adaptive,10x,plaintext_filter,0.99,350,0,350,,,,4,0.01142857142857143,346,0,0,0,0,0,224,220,0,,,
mixed_traffic,10x,plaintext_filter,0.99,700,350,350,0,0,1,4,0.01142857142857143,346,0,0,0,0,0,224,220,0,110,110,0
adaptive,10x,plaintext_filter,1,350,0,350,,,,0,0,350,0,0,0,0,0,224,224,0,,,
mixed_traffic,10x,plaintext_filter,1,700,350,350,0,0,1,0,0,350,0,0,0,0,0,224,224,0,110,110,0
adaptive,10x,fhe_filter,0,350,0,350,,,,350,1,0,0,0,0,0,,224,0,126,,,
mixed_traffic,10x,fhe_filter,0,700,350,350,350,1,0,350,1,0,0,0,0,0,,224,0,126,110,0,240
adaptive,10x,fhe_filter,0.01,350,0,350,,,,350,1,0,0,0,0,0,,224,0,126,,,
mixed_traffic,10x,fhe_filter,0.01,700,350,350,317,0.9057142857142857,0.09428571428571429,350,1,0,0,0,0,0,,224,0,126,110,0,207
adaptive,10x,fhe_filter,0.02,350,0,350,,,,350,1,0,0,0,0,0,,224,0,126,,,
mixed_traffic,10x,fhe_filter,0.02,700,350,350,302,0.8628571428571429,0.1371428571428571,350,1,0,0,0,0,0,,224,0,126,110,0,192
adaptive,10x,fhe_filter,0.03,350,0,350,,,,348,0.9942857142857143,2,0,0,0,0,0,224,0,124,,,
mixed_traffic,10x,fhe_filter,0.03,700,350,350,292,0.8342857142857143,0.1657142857142857,348,0.9942857142857143,2,0,0,0,0,0,224,0,124,110,0,182
adaptive,10x,fhe_filter,0.04,350,0,350,,,,346,0.9885714285714285,4,0,0,0,0,0,224,0,122,,,
mixed_traffic,10x,fhe_filter,0.04,700,350,350,281,0.8028571428571428,0.1971428571428571,346,0.9885714285714285,4,0,0,0,0,0,224,0,122,110,0,171
adaptive,10x,fhe_filter,0.05,350,0,350,,,,343,0.98,7,0,0,0,0,0,224,0,119,,,
mixed_traffic,10x,fhe_filter,0.05,700,350,350,270,0.7714285714285715,0.2285714285714286,343,0.98,7,0,0,0,0,0,224,0,119,110,0,160
adaptive,10x,fhe_filter,0.06,350,0,350,,,,340,0.9714285714285714,10,0,0,0,0,0,224,0,116,,,
mixed_traffic,10x,fhe_filter,0.06,700,350,350,263,0.7514285714285714,0.2485714285714286,340,0.9714285714285714,10,0,0,0,0,0,224,0,116,110,0,153
adaptive,10x,fhe_filter,0.07000000000000001,350,0,350,,,,340,0.9714285714285714,10,0,0,0,0,0,224,0,116,,,
mixed_traffic,10x,fhe_filter,0.07000000000000001,700,350,350,254,0.7257142857142858,0.2742857142857143,340,0.9714285714285714,10,0,0,0,0,0,224,0,116,110,0,144
adaptive,10x,fhe_filter,0.08,350,0,350,,,,336,0.96,14,0,0,0,0,0,224,0,112,,,
mixed_traffic,10x,fhe_filter,0.08,700,350,350,248,0.7085714285714285,0.2914285714285714,336,0.96,14,0,0,0,0,0,224,0,112,110,0,138
adaptive,10x,fhe_filter,0.09,350,0,350,,,,336,0.96,14,0,0,0,0,0,224,0,112,,,
mixed_traffic,10x,fhe_filter,0.09,700,350,350,241,0.6885714285714286,0.3114285714285714,336,0.96,14,0,0,0,0,0,224,0,112,110,0,131
adaptive,10x,fhe_filter,0.1,350,0,350,,,,333,0.9514285714285714,17,0,0,0,0,0,224,0,109,,,
mixed_traffic,10x,fhe_filter,0.1,700,350,350,236,0.6742857142857143,0.3257142857142857,333,0.9514285714285714,17,0,0,0,0,0,224,0,109,110,0,126
adaptive,10x,fhe_filter,0.11,350,0,350,,,,330,0.9428571428571428,20,0,0,0,0,0,224,0,106,,,
mixed_traffic,10x,fhe_filter,0.11,700,350,350,230,0.6571428571428571,0.3428571428571429,330,0.9428571428571428,20,0,0,0,0,0,224,0,106,110,0,120
adaptive,10x,fhe_filter,0.12,350,0,350,,,,329,0.9399999999999999,21,0,0,0,0,0,224,0,105,,,
mixed_traffic,10x,fhe_filter,0.12,700,350,350,220,0.6285714285714286,0.3714285714285714,329,0.9399999999999999,21,0,0,0,0,0,224,0,105,110,0,110
adaptive,10x,fhe_filter,0.13,350,0,350,,,,325,0.9285714285714286,25,0,0,0,0,0,224,0,101,,,
mixed_traffic,10x,fhe_filter,0.13,700,350,350,216,0.6171428571428571,0.3828571428571428,325,0.9285714285714286,25,0,0,0,0,0,224,0,101,110,0,106
adaptive,10x,fhe_filter,0.14,350,0,350,,,,323,0.9228571428571428,27,0,0,0,0,0,224,0,99,,,
mixed_traffic,10x,fhe_filter,0.14,700,350,350,213,0.6085714285714285,0.3914285714285714,323,0.9228571428571428,27,0,0,0,0,0,224,0,99,110,0,103
adaptive,10x,fhe_filter,0.15,350,0,350,,,,316,0.9028571428571428,34,0,0,0,0,0,224,0,92,,,
mixed_traffic,10x,fhe_filter,0.15,700,350,350,207,0.5914285714285714,0.4085714285714286,316,0.9028571428571428,34,0,0,0,0,0,224,0,92,110,0,97
adaptive,10x,fhe_filter,0.16,350,0,350,,,,310,0.8857142857142857,40,0,0,0,0,0,224,0,86,,,
mixed_traffic,10x,fhe_filter,0.16,700,350,350,199,0.5685714285714286,0.4314285714285714,310,0.8857142857142857,40,0,0,0,0,0,224,0,86,110,0,89
adaptive,10x,fhe_filter,0.17,350,0,350,,,,307,0.8771428571428571,43,0,0,0,0,0,224,0,83,,,
mixed_traffic,10x,fhe_filter,0.17,700,350,350,192,0.5485714285714286,0.4514285714285714,307,0.8771428571428571,43,0,0,0,0,0,224,0,83,110,0,82
adaptive,10x,fhe_filter,0.18,350,0,350,,,,302,0.8628571428571429,48,0,0,0,0,0,224,0,78,,,
mixed_traffic,10x,fhe_filter,0.18,700,350,350,189,0.54,0.46,302,0.8628571428571429,48,0,0,0,0,0,224,0,78,110,0,79
adaptive,10x,fhe_filter,0.19,350,0,350,,,,292,0.8342857142857143,58,0,0,0,0,0,224,0,68,,,
mixed_traffic,10x,fhe_filter,0.19,700,350,350,186,0.5314285714285715,0.4685714285714286,292,0.8342857142857143,58,0,0,0,0,0,224,0,68,110,0,76
adaptive,10x,fhe_filter,0.2,350,0,350,,,,290,0.8285714285714286,60,0,0,0,0,0,224,0,66,,,
mixed_traffic,10x,fhe_filter,0.2,700,350,350,180,0.5142857142857142,0.4857142857142857,290,0.8285714285714286,60,0,0,0,0,0,224,0,66,110,0,70
adaptive,10x,fhe_filter,0.21,350,0,350,,,,288,0.8228571428571428,62,0,0,0,0,0,224,0,64,,,
mixed_traffic,10x,fhe_filter,0.21,700,350,350,177,0.5057142857142857,0.4942857142857143,288,0.8228571428571428,62,0,0,0,0,0,224,0,64,110,0,67
adaptive,10x,fhe_filter,0.22,350,0,350,,,,286,0.8171428571428572,64,0,0,0,0,0,224,0,62,,,
mixed_traffic,10x,fhe_filter,0.22,700,350,350,170,0.4857142857142857,0.5142857142857142,286,0.8171428571428572,64,0,0,0,0,0,224,0,62,110,0,60
adaptive,10x,fhe_filter,0.23,350,0,350,,,,283,0.8085714285714286,67,0,0,0,0,0,224,0,59,,,
mixed_traffic,10x,fhe_filter,0.23,700,350,350,164,0.4685714285714286,0.5314285714285715,283,0.8085714285714286,67,0,0,0,0,0,224,0,59,110,0,54
adaptive,10x,fhe_filter,0.24,350,0,350,,,,280,0.8,70,0,0,0,0,0,224,0,56,,,
mixed_traffic,10x,fhe_filter,0.24,700,350,350,161,0.46,0.54,280,0.8,70,0,0,0,0,0,224,0,56,110,0,51
adaptive,10x,fhe_filter,0.25,350,0,350,,,,276,0.7885714285714286,74,0,0,0,0,0,224,0,52,,,
mixed_traffic,10x,fhe_filter,0.25,700,350,350,158,0.4514285714285714,0.5485714285714286,276,0.7885714285714286,74,0,0,0,0,0,224,0,52,110,0,48
adaptive,10x,fhe_filter,0.26,350,0,350,,,,272,0.7771428571428571,78,0,0,0,0,0,224,0,48,,,
mixed_traffic,10x,fhe_filter,0.26,700,350,350,156,0.4457142857142857,0.5542857142857143,272,0.7771428571428571,78,0,0,0,0,0,224,0,48,110,0,46
adaptive,10x,fhe_filter,0.27,350,0,350,,,,269,0.7685714285714286,81,0,0,0,0,0,224,0,45,,,
mixed_traffic,10x,fhe_filter,0.27,700,350,350,153,0.4371428571428572,0.5628571428571428,269,0.7685714285714286,81,0,0,0,0,0,224,0,45,110,0,43
adaptive,10x,fhe_filter,0.28,350,0,350,,,,266,0.76,84,0,0,0,0,0,224,0,42,,,
mixed_traffic,10x,fhe_filter,0.28,700,350,350,148,0.4228571428571429,0.5771428571428572,266,0.76,84,0,0,0,0,0,224,0,42,110,0,38
adaptive,10x,fhe_filter,0.29,350,0,350,,,,263,0.7514285714285714,87,0,0,0,0,0,224,0,39,,,
mixed_traffic,10x,fhe_filter,0.29,700,350,350,145,0.4142857142857143,0.5857142857142857,263,0.7514285714285714,87,0,0,0,0,0,224,0,39,110,0,35
adaptive,10x,fhe_filter,0.3,350,0,350,,,,261,0.7457142857142857,89,0,0,0,0,0,224,0,37,,,
mixed_traffic,10x,fhe_filter,0.3,700,350,350,143,0.4085714285714286,0.5914285714285714,261,0.7457142857142857,89,0,0,0,0,0,224,0,37,110,0,33
adaptive,10x,fhe_filter,0.31,350,0,350,,,,258,0.7371428571428571,92,0,0,0,0,0,224,0,34,,,
mixed_traffic,10x,fhe_filter,0.31,700,350,350,139,0.3971428571428571,0.6028571428571429,258,0.7371428571428571,92,0,0,0,0,0,224,0,34,110,0,29
adaptive,10x,fhe_filter,0.32,350,0,350,,,,254,0.7257142857142858,96,0,0,0,0,0,224,0,30,,,
mixed_traffic,10x,fhe_filter,0.32,700,350,350,135,0.3857142857142857,0.6142857142857143,254,0.7257142857142858,96,0,0,0,0,0,224,0,30,110,0,25
adaptive,10x,fhe_filter,0.33,350,0,350,,,,252,0.72,98,0,0,0,0,0,224,0,28,,,
mixed_traffic,10x,fhe_filter,0.33,700,350,350,131,0.3742857142857143,0.6257142857142857,252,0.72,98,0,0,0,0,0,224,0,28,110,0,21
adaptive,10x,fhe_filter,0.34,350,0,350,,,,248,0.7085714285714285,102,0,0,0,0,0,224,0,24,,,
mixed_traffic,10x,fhe_filter,0.34,700,350,350,129,0.3685714285714285,0.6314285714285715,248,0.7085714285714285,102,0,0,0,0,0,224,0,24,110,0,19
adaptive,10x,fhe_filter,0.35,350,0,350,,,,245,0.7,105,0,0,0,0,0,224,0,21,,,
mixed_traffic,10x,fhe_filter,0.35,700,350,350,129,0.3685714285714285,0.6314285714285715,245,0.7,105,0,0,0,0,0,224,0,21,110,0,19
adaptive,10x,fhe_filter,0.36,350,0,350,,,,245,0.7,105,0,0,0,0,0,224,0,21,,,
mixed_traffic,10x,fhe_filter,0.36,700,350,350,126,0.36,0.64,245,0.7,105,0,0,0,0,0,224,0,21,110,0,16
adaptive,10x,fhe_filter,0.37,350,0,350,,,,242,0.6914285714285714,108,0,0,0,0,0,224,0,18,,,
mixed_traffic,10x,fhe_filter,0.37,700,350,350,122,0.3485714285714286,0.6514285714285715,242,0.6914285714285714,108,0,0,0,0,0,224,0,18,110,0,12
adaptive,10x,fhe_filter,0.38,350,0,350,,,,238,0.68,112,0,0,0,0,0,224,0,14,,,
mixed_traffic,10x,fhe_filter,0.38,700,350,350,119,0.34,0.66,238,0.68,112,0,0,0,0,0,224,0,14,110,0,9
adaptive,10x,fhe_filter,0.39,350,0,350,,,,236,0.6742857142857143,114,0,0,0,0,0,224,0,12,,,
mixed_traffic,10x,fhe_filter,0.39,700,350,350,117,0.3342857142857143,0.6657142857142857,236,0.6742857142857143,114,0,0,0,0,0,224,0,12,110,0,7
adaptive,10x,fhe_filter,0.4,350,0,350,,,,235,0.6714285714285714,115,0,0,0,0,0,224,0,11,,,
mixed_traffic,10x,fhe_filter,0.4,700,350,350,114,0.3257142857142857,0.6742857142857143,235,0.6714285714285714,115,0,0,0,0,0,224,0,11,110,0,4
adaptive,10x,fhe_filter,0.41,350,0,350,,,,231,0.66,119,0,0,0,0,0,224,0,7,,,
mixed_traffic,10x,fhe_filter,0.41,700,350,350,113,0.3228571428571428,0.6771428571428572,231,0.66,119,0,0,0,0,0,224,0,7,110,0,3
adaptive,10x,fhe_filter,0.4199950085320943,350,0,350,,,,224,0.64,126,0,0,0,0,0,224,0,0,,,
mixed_traffic,10x,fhe_filter,0.4199950085320943,700,350,350,110,0.3142857142857143,0.6857142857142857,224,0.64,126,0,0,0,0,0,224,0,0,110,0,0
adaptive,10x,fhe_filter,0.42,350,0,350,,,,224,0.64,126,0,0,0,0,0,224,0,0,,,
mixed_traffic,10x,fhe_filter,0.42,700,350,350,110,0.3142857142857143,0.6857142857142857,224,0.64,126,0,0,0,0,0,224,0,0,110,0,0
adaptive,10x,fhe_filter,0.43,350,0,350,,,,220,0.6285714285714286,130,0,0,0,0,0,224,4,0,,,
mixed_traffic,10x,fhe_filter,0.43,700,350,350,106,0.3028571428571429,0.6971428571428572,220,0.6285714285714286,130,0,0,0,0,0,224,4,0,110,4,0
adaptive,10x,fhe_filter,0.44,350,0,350,,,,217,0.62,133,0,0,0,0,0,224,7,0,,,
mixed_traffic,10x,fhe_filter,0.44,700,350,350,101,0.2885714285714286,0.7114285714285714,217,0.62,133,0,0,0,0,0,224,7,0,110,9,0
adaptive,10x,fhe_filter,0.45,350,0,350,,,,215,0.6142857142857143,135,0,0,0,0,0,224,9,0,,,
mixed_traffic,10x,fhe_filter,0.45,700,350,350,98,0.28,0.72,215,0.6142857142857143,135,0,0,0,0,0,224,9,0,110,12,0
adaptive,10x,fhe_filter,0.46,350,0,350,,,,213,0.6085714285714285,137,0,0,0,0,0,224,11,0,,,
mixed_traffic,10x,fhe_filter,0.46,700,350,350,95,0.2714285714285714,0.7285714285714285,213,0.6085714285714285,137,0,0,0,0,0,224,11,0,110,15,0
adaptive,10x,fhe_filter,0.47,350,0,350,,,,213,0.6085714285714285,137,0,0,0,0,0,224,11,0,,,
mixed_traffic,10x,fhe_filter,0.47,700,350,350,91,0.26,0.74,213,0.6085714285714285,137,0,0,0,0,0,224,11,0,110,19,0
adaptive,10x,fhe_filter,0.48,350,0,350,,,,210,0.6,140,0,0,0,0,0,224,14,0,,,
mixed_traffic,10x,fhe_filter,0.48,700,350,350,90,0.2571428571428571,0.7428571428571429,210,0.6,140,0,0,0,0,0,224,14,0,110,20,0
adaptive,10x,fhe_filter,0.49,350,0,350,,,,209,0.5971428571428572,141,0,0,0,0,0,224,15,0,,,
mixed_traffic,10x,fhe_filter,0.49,700,350,350,88,0.2514285714285714,0.7485714285714286,209,0.5971428571428572,141,0,0,0,0,0,224,15,0,110,22,0
adaptive,10x,fhe_filter,0.5,350,0,350,,,,205,0.5857142857142857,145,0,0,0,0,0,224,19,0,,,
mixed_traffic,10x,fhe_filter,0.5,700,350,350,87,0.2485714285714286,0.7514285714285714,205,0.5857142857142857,145,0,0,0,0,0,224,19,0,110,23,0
adaptive,10x,fhe_filter,0.51,350,0,350,,,,202,0.5771428571428572,148,0,0,0,0,0,224,22,0,,,
mixed_traffic,10x,fhe_filter,0.51,700,350,350,85,0.2428571428571429,0.7571428571428571,202,0.5771428571428572,148,0,0,0,0,0,224,22,0,110,25,0
adaptive,10x,fhe_filter,0.52,350,0,350,,,,201,0.5742857142857143,149,0,0,0,0,0,224,23,0,,,
mixed_traffic,10x,fhe_filter,0.52,700,350,350,83,0.2371428571428572,0.7628571428571429,201,0.5742857142857143,149,0,0,0,0,0,224,23,0,110,27,0
adaptive,10x,fhe_filter,0.53,350,0,350,,,,199,0.5685714285714286,151,0,0,0,0,0,224,25,0,,,
mixed_traffic,10x,fhe_filter,0.53,700,350,350,80,0.2285714285714286,0.7714285714285715,199,0.5685714285714286,151,0,0,0,0,0,224,25,0,110,30,0
adaptive,10x,fhe_filter,0.54,350,0,350,,,,195,0.5571428571428572,155,0,0,0,0,0,224,29,0,,,
mixed_traffic,10x,fhe_filter,0.54,700,350,350,77,0.22,0.78,195,0.5571428571428572,155,0,0,0,0,0,224,29,0,110,33,0
adaptive,10x,fhe_filter,0.55,350,0,350,,,,190,0.5428571428571428,160,0,0,0,0,0,224,34,0,,,
mixed_traffic,10x,fhe_filter,0.55,700,350,350,75,0.2142857142857143,0.7857142857142857,190,0.5428571428571428,160,0,0,0,0,0,224,34,0,110,35,0
adaptive,10x,fhe_filter,0.5600000000000001,350,0,350,,,,189,0.54,161,0,0,0,0,0,224,35,0,,,
mixed_traffic,10x,fhe_filter,0.5600000000000001,700,350,350,72,0.2057142857142857,0.7942857142857143,189,0.54,161,0,0,0,0,0,224,35,0,110,38,0
adaptive,10x,fhe_filter,0.57,350,0,350,,,,186,0.5314285714285715,164,0,0,0,0,0,224,38,0,,,
mixed_traffic,10x,fhe_filter,0.57,700,350,350,69,0.1971428571428571,0.8028571428571428,186,0.5314285714285715,164,0,0,0,0,0,224,38,0,110,41,0
adaptive,10x,fhe_filter,0.58,350,0,350,,,,181,0.5171428571428571,169,0,0,0,0,0,224,43,0,,,
mixed_traffic,10x,fhe_filter,0.58,700,350,350,66,0.1885714285714286,0.8114285714285714,181,0.5171428571428571,169,0,0,0,0,0,224,43,0,110,44,0
adaptive,10x,fhe_filter,0.59,350,0,350,,,,175,0.5,175,0,0,0,0,0,224,49,0,,,
mixed_traffic,10x,fhe_filter,0.59,700,350,350,61,0.1742857142857143,0.8257142857142857,175,0.5,175,0,0,0,0,0,224,49,0,110,49,0
adaptive,10x,fhe_filter,0.6,350,0,350,,,,170,0.4857142857142857,180,0,0,0,0,0,224,54,0,,,
mixed_traffic,10x,fhe_filter,0.6,700,350,350,59,0.1685714285714286,0.8314285714285714,170,0.4857142857142857,180,0,0,0,0,0,224,54,0,110,51,0
adaptive,10x,fhe_filter,0.61,350,0,350,,,,166,0.4742857142857143,184,0,0,0,0,0,224,58,0,,,
mixed_traffic,10x,fhe_filter,0.61,700,350,350,57,0.1628571428571429,0.8371428571428572,166,0.4742857142857143,184,0,0,0,0,0,224,58,0,110,53,0
adaptive,10x,fhe_filter,0.62,350,0,350,,,,163,0.4657142857142857,187,0,0,0,0,0,224,61,0,,,
mixed_traffic,10x,fhe_filter,0.62,700,350,350,57,0.1628571428571429,0.8371428571428572,163,0.4657142857142857,187,0,0,0,0,0,224,61,0,110,53,0
adaptive,10x,fhe_filter,0.63,350,0,350,,,,160,0.4571428571428571,190,0,0,0,0,0,224,64,0,,,
mixed_traffic,10x,fhe_filter,0.63,700,350,350,56,0.16,0.84,160,0.4571428571428571,190,0,0,0,0,0,224,64,0,110,54,0
adaptive,10x,fhe_filter,0.64,350,0,350,,,,159,0.4542857142857143,191,0,0,0,0,0,224,65,0,,,
mixed_traffic,10x,fhe_filter,0.64,700,350,350,48,0.1371428571428571,0.8628571428571429,159,0.4542857142857143,191,0,0,0,0,0,224,65,0,110,62,0
adaptive,10x,fhe_filter,0.65,350,0,350,,,,158,0.4514285714285714,192,0,0,0,0,0,224,66,0,,,
mixed_traffic,10x,fhe_filter,0.65,700,350,350,48,0.1371428571428571,0.8628571428571429,158,0.4514285714285714,192,0,0,0,0,0,224,66,0,110,62,0
adaptive,10x,fhe_filter,0.66,350,0,350,,,,156,0.4457142857142857,194,0,0,0,0,0,224,68,0,,,
mixed_traffic,10x,fhe_filter,0.66,700,350,350,47,0.1342857142857143,0.8657142857142858,156,0.4457142857142857,194,0,0,0,0,0,224,68,0,110,63,0
adaptive,10x,fhe_filter,0.67,350,0,350,,,,151,0.4314285714285714,199,0,0,0,0,0,224,73,0,,,
mixed_traffic,10x,fhe_filter,0.67,700,350,350,45,0.1285714285714286,0.8714285714285714,151,0.4314285714285714,199,0,0,0,0,0,224,73,0,110,65,0
adaptive,10x,fhe_filter,0.68,350,0,350,,,,148,0.4228571428571429,202,0,0,0,0,0,224,76,0,,,
mixed_traffic,10x,fhe_filter,0.68,700,350,350,44,0.1257142857142857,0.8742857142857143,148,0.4228571428571429,202,0,0,0,0,0,224,76,0,110,66,0
adaptive,10x,fhe_filter,0.6899999999999999,350,0,350,,,,144,0.4114285714285714,206,0,0,0,0,0,224,80,0,,,
mixed_traffic,10x,fhe_filter,0.6899999999999999,700,350,350,43,0.1228571428571429,0.8771428571428571,144,0.4114285714285714,206,0,0,0,0,0,224,80,0,110,67,0
adaptive,10x,fhe_filter,0.7,350,0,350,,,,141,0.4028571428571429,209,0,0,0,0,0,224,83,0,,,
mixed_traffic,10x,fhe_filter,0.7,700,350,350,38,0.1085714285714286,0.8914285714285715,141,0.4028571428571429,209,0,0,0,0,0,224,83,0,110,72,0
adaptive,10x,fhe_filter,0.71,350,0,350,,,,140,0.4,210,0,0,0,0,0,224,84,0,,,
mixed_traffic,10x,fhe_filter,0.71,700,350,350,36,0.1028571428571429,0.8971428571428571,140,0.4,210,0,0,0,0,0,224,84,0,110,74,0
adaptive,10x,fhe_filter,0.72,350,0,350,,,,137,0.3914285714285714,213,0,0,0,0,0,224,87,0,,,
mixed_traffic,10x,fhe_filter,0.72,700,350,350,33,0.09428571428571429,0.9057142857142857,137,0.3914285714285714,213,0,0,0,0,0,224,87,0,110,77,0
adaptive,10x,fhe_filter,0.73,350,0,350,,,,135,0.3857142857142857,215,0,0,0,0,0,224,89,0,,,
mixed_traffic,10x,fhe_filter,0.73,700,350,350,30,0.08571428571428572,0.9142857142857143,135,0.3857142857142857,215,0,0,0,0,0,224,89,0,110,80,0
